"ONTOLOGY"	"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"	"core_enrichment"
"MF"	"GO:0099529"	"neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential"	11	-0.720019461371825	-1.80577133107608	0.00216505145789875	0.00216505145789875	0.162154412221572	64	"tags=27%, list=6%, signal=26%"	"ENSG00000125675/ENSG00000164418/ENSG00000204681"
"CC"	"GO:0043209"	"myelin sheath"	16	0.647964051747591	1.89659303370058	0.00234987974134485	0.00234987974134485	0.169124711483826	84	"tags=38%, list=8%, signal=35%"	"ENSG00000147588/ENSG00000136541/ENSG00000123560/ENSG00000173786/ENSG00000203879/ENSG00000184144"
"BP"	"GO:0044088"	"regulation of vacuole organization"	6	0.827651515151515	1.79917794382901	0.00239745086485538	0.00239745086485538	0.169124711483826	188	"tags=100%, list=18%, signal=83%"	"ENSG00000138760/ENSG00000115020/ENSG00000107758/ENSG00000276293/ENSG00000150867/ENSG00000106460"
"BP"	"GO:0009152"	"purine ribonucleotide biosynthetic process"	21	-0.620321981639522	-1.83259672707357	0.00248967664624547	0.00248967664624547	0.169124711483826	215	"tags=62%, list=20%, signal=50%"	"ENSG00000130414/ENSG00000154027/ENSG00000205542/ENSG00000212907/ENSG00000114573/ENSG00000198763/ENSG00000198888/ENSG00000198786/ENSG00000198899/ENSG00000198886/ENSG00000110955/ENSG00000198695/ENSG00000198840"
"BP"	"GO:0009260"	"ribonucleotide biosynthetic process"	21	-0.620321981639522	-1.83259672707357	0.00248967664624547	0.00248967664624547	0.169124711483826	215	"tags=62%, list=20%, signal=50%"	"ENSG00000130414/ENSG00000154027/ENSG00000205542/ENSG00000212907/ENSG00000114573/ENSG00000198763/ENSG00000198888/ENSG00000198786/ENSG00000198899/ENSG00000198886/ENSG00000110955/ENSG00000198695/ENSG00000198840"
"BP"	"GO:0046390"	"ribose phosphate biosynthetic process"	21	-0.620321981639522	-1.83259672707357	0.00248967664624547	0.00248967664624547	0.169124711483826	215	"tags=62%, list=20%, signal=50%"	"ENSG00000130414/ENSG00000154027/ENSG00000205542/ENSG00000212907/ENSG00000114573/ENSG00000198763/ENSG00000198888/ENSG00000198786/ENSG00000198899/ENSG00000198886/ENSG00000110955/ENSG00000198695/ENSG00000198840"
"CC"	"GO:0005740"	"mitochondrial envelope"	46	-0.485365402548569	-1.71856480776839	0.0025947047758818	0.0025947047758818	0.169124711483826	136	"tags=48%, list=13%, signal=44%"	"ENSG00000130414/ENSG00000150991/ENSG00000105701/ENSG00000178209/ENSG00000212907/ENSG00000198836/ENSG00000087250/ENSG00000129003/ENSG00000198763/ENSG00000198888/ENSG00000198786/ENSG00000198727/ENSG00000198899/ENSG00000198886/ENSG00000110955/ENSG00000198695/ENSG00000198938/ENSG00000204681/ENSG00000198804/ENSG00000198712/ENSG00000198840/ENSG00000167654"
"CC"	"GO:0031966"	"mitochondrial membrane"	46	-0.485365402548569	-1.71856480776839	0.0025947047758818	0.0025947047758818	0.169124711483826	136	"tags=48%, list=13%, signal=44%"	"ENSG00000130414/ENSG00000150991/ENSG00000105701/ENSG00000178209/ENSG00000212907/ENSG00000198836/ENSG00000087250/ENSG00000129003/ENSG00000198763/ENSG00000198888/ENSG00000198786/ENSG00000198727/ENSG00000198899/ENSG00000198886/ENSG00000110955/ENSG00000198695/ENSG00000198938/ENSG00000204681/ENSG00000198804/ENSG00000198712/ENSG00000198840/ENSG00000167654"
"BP"	"GO:0009141"	"nucleoside triphosphate metabolic process"	22	-0.595601523546004	-1.78929843705401	0.00263447032475339	0.00263447032475339	0.169124711483826	230	"tags=68%, list=22%, signal=55%"	"ENSG00000018625/ENSG00000130414/ENSG00000154027/ENSG00000205542/ENSG00000212907/ENSG00000198836/ENSG00000114573/ENSG00000198763/ENSG00000198888/ENSG00000198786/ENSG00000198899/ENSG00000198886/ENSG00000110955/ENSG00000198695/ENSG00000198840"
"BP"	"GO:0009144"	"purine nucleoside triphosphate metabolic process"	22	-0.595601523546004	-1.78929843705401	0.00263447032475339	0.00263447032475339	0.169124711483826	230	"tags=68%, list=22%, signal=55%"	"ENSG00000018625/ENSG00000130414/ENSG00000154027/ENSG00000205542/ENSG00000212907/ENSG00000198836/ENSG00000114573/ENSG00000198763/ENSG00000198888/ENSG00000198786/ENSG00000198899/ENSG00000198886/ENSG00000110955/ENSG00000198695/ENSG00000198840"
"BP"	"GO:0009199"	"ribonucleoside triphosphate metabolic process"	22	-0.595601523546004	-1.78929843705401	0.00263447032475339	0.00263447032475339	0.169124711483826	230	"tags=68%, list=22%, signal=55%"	"ENSG00000018625/ENSG00000130414/ENSG00000154027/ENSG00000205542/ENSG00000212907/ENSG00000198836/ENSG00000114573/ENSG00000198763/ENSG00000198888/ENSG00000198786/ENSG00000198899/ENSG00000198886/ENSG00000110955/ENSG00000198695/ENSG00000198840"
"BP"	"GO:0009205"	"purine ribonucleoside triphosphate metabolic process"	22	-0.595601523546004	-1.78929843705401	0.00263447032475339	0.00263447032475339	0.169124711483826	230	"tags=68%, list=22%, signal=55%"	"ENSG00000018625/ENSG00000130414/ENSG00000154027/ENSG00000205542/ENSG00000212907/ENSG00000198836/ENSG00000114573/ENSG00000198763/ENSG00000198888/ENSG00000198786/ENSG00000198899/ENSG00000198886/ENSG00000110955/ENSG00000198695/ENSG00000198840"
"BP"	"GO:0098655"	"monoatomic cation transmembrane transport"	102	-0.397088899352776	-1.5775214182265	0.00270426130036295	0.00270426130036295	0.170125202387578	193	"tags=44%, list=18%, signal=40%"	"ENSG00000060237/ENSG00000174437/ENSG00000075043/ENSG00000124406/ENSG00000183023/ENSG00000153956/ENSG00000198947/ENSG00000131100/ENSG00000107130/ENSG00000124140/ENSG00000092096/ENSG00000123104/ENSG00000176884/ENSG00000018625/ENSG00000196876/ENSG00000114279/ENSG00000182621/ENSG00000205542/ENSG00000078549/ENSG00000117152/ENSG00000155097/ENSG00000156113/ENSG00000135018/ENSG00000049759/ENSG00000120899/ENSG00000157087/ENSG00000114573/ENSG00000109572/ENSG00000198786/ENSG00000198727/ENSG00000198899/ENSG00000050438/ENSG00000198886/ENSG00000110955/ENSG00000017260/ENSG00000136717/ENSG00000198938/ENSG00000144406/ENSG00000198216/ENSG00000198804/ENSG00000008710/ENSG00000127914/ENSG00000069424/ENSG00000198712/ENSG00000154096"
"CC"	"GO:0005789"	"endoplasmic reticulum membrane"	84	0.350326428484089	1.53007981931791	0.00277137596066677	0.00277137596066677	0.170125202387578	171	"tags=27%, list=16%, signal=25%"	"ENSG00000156671/ENSG00000087470/ENSG00000123684/ENSG00000101290/ENSG00000091039/ENSG00000152661/ENSG00000138760/ENSG00000099194/ENSG00000170540/ENSG00000163590/ENSG00000168710/ENSG00000127022/ENSG00000248905/ENSG00000198961/ENSG00000198363/ENSG00000139644/ENSG00000134243/ENSG00000111897/ENSG00000276293/ENSG00000166710/ENSG00000145495/ENSG00000177301/ENSG00000198689"
"CC"	"GO:0098827"	"endoplasmic reticulum subcompartment"	84	0.350326428484089	1.53007981931791	0.00277137596066677	0.00277137596066677	0.170125202387578	171	"tags=27%, list=16%, signal=25%"	"ENSG00000156671/ENSG00000087470/ENSG00000123684/ENSG00000101290/ENSG00000091039/ENSG00000152661/ENSG00000138760/ENSG00000099194/ENSG00000170540/ENSG00000163590/ENSG00000168710/ENSG00000127022/ENSG00000248905/ENSG00000198961/ENSG00000198363/ENSG00000139644/ENSG00000134243/ENSG00000111897/ENSG00000276293/ENSG00000166710/ENSG00000145495/ENSG00000177301/ENSG00000198689"
"BP"	"GO:0009063"	"amino acid catabolic process"	7	0.800434670816192	1.83490954087894	0.00278772025632968	0.00278772025632968	0.170125202387578	82	"tags=57%, list=8%, signal=53%"	"ENSG00000148672/ENSG00000119711/ENSG00000153904/ENSG00000058668"
"CC"	"GO:0034703"	"cation channel complex"	26	-0.573064601350203	-1.7939501517476	0.00299247224597236	0.00299247224597236	0.180393448871453	37	"tags=23%, list=3%, signal=23%"	"ENSG00000164418/ENSG00000144406/ENSG00000198216/ENSG00000008710/ENSG00000127914/ENSG00000069424"
"BP"	"GO:0061025"	"membrane fusion"	17	0.60078773684265	1.80216120742871	0.00305579147028017	0.00305579147028017	0.181991081096204	176	"tags=35%, list=17%, signal=30%"	"ENSG00000087470/ENSG00000134108/ENSG00000132872/ENSG00000115020/ENSG00000276293/ENSG00000150867"
"MF"	"GO:0048029"	"monosaccharide binding"	4	-0.914933837429111	-1.68641228836106	0.00316601884183973	0.00316601884183973	0.18335556738969	95	"tags=100%, list=9%, signal=91%"	"ENSG00000172270/ENSG00000105220/ENSG00000169764"
"MF"	"GO:0022890"	"inorganic cation transmembrane transporter activity"	66	-0.436352647494117	-1.63788626200159	0.00317065469832622	0.00317065469832622	0.18335556738969	169	"tags=44%, list=16%, signal=39%"	"ENSG00000174437/ENSG00000075043/ENSG00000183023/ENSG00000153956/ENSG00000131100/ENSG00000107130/ENSG00000124140/ENSG00000123104/ENSG00000176884/ENSG00000018625/ENSG00000196876/ENSG00000155097/ENSG00000156113/ENSG00000120899/ENSG00000157087/ENSG00000114573/ENSG00000198727/ENSG00000198899/ENSG00000050438/ENSG00000125675/ENSG00000110955/ENSG00000017260/ENSG00000164418/ENSG00000198938/ENSG00000198216/ENSG00000198804/ENSG00000008710/ENSG00000069424/ENSG00000198712"
"BP"	"GO:0002088"	"lens development in camera-type eye"	6	0.813982613177178	1.76946400444948	0.00318998080403272	0.00318998080403272	0.18335556738969	29	"tags=33%, list=3%, signal=33%"	"ENSG00000166068/ENSG00000168036"
"BP"	"GO:0006629"	"lipid metabolic process"	75	0.373128336806925	1.59984808720281	0.00322912275491487	0.00322912275491487	0.183471995850941	186	"tags=33%, list=18%, signal=30%"	"ENSG00000156671/ENSG00000070214/ENSG00000123684/ENSG00000101290/ENSG00000091039/ENSG00000123560/ENSG00000143772/ENSG00000113578/ENSG00000099194/ENSG00000163590/ENSG00000149311/ENSG00000169710/ENSG00000177511/ENSG00000136960/ENSG00000067992/ENSG00000112531/ENSG00000115020/ENSG00000111897/ENSG00000276293/ENSG00000095637/ENSG00000177565/ENSG00000142192/ENSG00000150867/ENSG00000278540/ENSG00000120885"
"MF"	"GO:0005125"	"cytokine activity"	3	-0.942398489140699	-1.58911896373502	0.00332603083240447	0.00332603083240447	0.186830631447026	65	"tags=100%, list=6%, signal=94%"	"ENSG00000118785/ENSG00000105220"
"BP"	"GO:0006403"	"RNA localization"	19	0.5863474937624	1.7959690922055	0.00354543620714971	0.00354543620714971	0.196917426715258	155	"tags=37%, list=15%, signal=32%"	"ENSG00000135829/ENSG00000149311/ENSG00000055917/ENSG00000175216/ENSG00000112531/ENSG00000173273/ENSG00000138757"
"CC"	"GO:0098890"	"extrinsic component of postsynaptic membrane"	3	-0.939650350162503	-1.58448491580778	0.00361060840488943	0.00361060840488943	0.198308971571471	45	"tags=67%, list=4%, signal=64%"	"ENSG00000152767/ENSG00000127914"
"BP"	"GO:0019082"	"viral protein processing"	3	0.938396572563486	1.61558014529145	0.00386424618539819	0.00386424618539819	0.209907461962173	65	"tags=67%, list=6%, signal=63%"	"ENSG00000127022/ENSG00000112893"
"BP"	"GO:1901137"	"carbohydrate derivative biosynthetic process"	35	-0.520828631722247	-1.74033886073222	0.00402308988790465	0.00402308988790465	0.216154676125872	258	"tags=57%, list=24%, signal=45%"	"ENSG00000109956/ENSG00000204217/ENSG00000123119/ENSG00000130414/ENSG00000182621/ENSG00000141367/ENSG00000154027/ENSG00000205542/ENSG00000212907/ENSG00000114573/ENSG00000135916/ENSG00000198763/ENSG00000198888/ENSG00000198786/ENSG00000198899/ENSG00000107331/ENSG00000198886/ENSG00000110955/ENSG00000198695/ENSG00000198840"
"BP"	"GO:0098662"	"inorganic cation transmembrane transport"	100	-0.38950290096633	-1.54339724941275	0.00406670903656746	0.00406670903656746	0.216154676125872	193	"tags=38%, list=18%, signal=34%"	"ENSG00000198947/ENSG00000131100/ENSG00000107130/ENSG00000124140/ENSG00000092096/ENSG00000123104/ENSG00000176884/ENSG00000018625/ENSG00000196876/ENSG00000114279/ENSG00000182621/ENSG00000205542/ENSG00000078549/ENSG00000117152/ENSG00000155097/ENSG00000156113/ENSG00000135018/ENSG00000049759/ENSG00000120899/ENSG00000157087/ENSG00000114573/ENSG00000109572/ENSG00000198786/ENSG00000198727/ENSG00000198899/ENSG00000050438/ENSG00000198886/ENSG00000110955/ENSG00000017260/ENSG00000136717/ENSG00000198938/ENSG00000198216/ENSG00000198804/ENSG00000008710/ENSG00000127914/ENSG00000069424/ENSG00000198712/ENSG00000154096"
"MF"	"GO:0015078"	"proton transmembrane transporter activity"	16	-0.655975183346234	-1.80369840241067	0.0041863301834413	0.0041863301834413	0.220145649960138	169	"tags=50%, list=16%, signal=43%"	"ENSG00000155097/ENSG00000114573/ENSG00000198727/ENSG00000198899/ENSG00000110955/ENSG00000198938/ENSG00000198804/ENSG00000198712"
"BP"	"GO:0001909"	"leukocyte mediated cytotoxicity"	6	0.802574259734448	1.74466412489413	0.00426107154451935	0.00426107154451935	0.221717362582414	145	"tags=83%, list=14%, signal=72%"	"ENSG00000134108/ENSG00000182985/ENSG00000107758/ENSG00000143669/ENSG00000166710"
"BP"	"GO:0098660"	"inorganic ion transmembrane transport"	108	-0.381214714735917	-1.52171975259834	0.00497755981416104	0.00497755981416104	0.256300667623906	334	"tags=42%, list=31%, signal=32%"	"ENSG00000060237/ENSG00000174437/ENSG00000075043/ENSG00000183023/ENSG00000153956/ENSG00000166206/ENSG00000198947/ENSG00000131100/ENSG00000107130/ENSG00000073464/ENSG00000124140/ENSG00000092096/ENSG00000123104/ENSG00000176884/ENSG00000018625/ENSG00000196876/ENSG00000114279/ENSG00000182621/ENSG00000205542/ENSG00000078549/ENSG00000117152/ENSG00000155097/ENSG00000156113/ENSG00000135018/ENSG00000049759/ENSG00000120899/ENSG00000157087/ENSG00000114573/ENSG00000109572/ENSG00000198786/ENSG00000198727/ENSG00000198899/ENSG00000050438/ENSG00000198886/ENSG00000110955/ENSG00000017260/ENSG00000136717/ENSG00000198938/ENSG00000198216/ENSG00000198804/ENSG00000008710/ENSG00000127914/ENSG00000069424/ENSG00000198712/ENSG00000154096"
"CC"	"GO:0071005"	"U2-type precatalytic spliceosome"	3	-0.928494577140762	-1.56567349933349	0.00532649407787385	0.00532649407787385	0.268670420941951	12	"tags=67%, list=1%, signal=66%"	"ENSG00000115524/ENSG00000167978"
"CC"	"GO:0071011"	"precatalytic spliceosome"	3	-0.928494577140762	-1.56567349933349	0.00532649407787385	0.00532649407787385	0.268670420941951	12	"tags=67%, list=1%, signal=66%"	"ENSG00000115524/ENSG00000167978"
"BP"	"GO:0070571"	"negative regulation of neuron projection regeneration"	5	-0.851006198419952	-1.68027431084124	0.00571071333349443	0.00571071333349443	0.284284422530178	120	"tags=80%, list=11%, signal=71%"	"ENSG00000105426/ENSG00000118785/ENSG00000198825/ENSG00000154096"
"BP"	"GO:0009065"	"glutamine family amino acid catabolic process"	5	0.844270125653808	1.7204435779174	0.00575106902478	0.00575106902478	0.284284422530178	82	"tags=60%, list=8%, signal=56%"	"ENSG00000148672/ENSG00000153904/ENSG00000058668"
"BP"	"GO:0016239"	"positive regulation of macroautophagy"	7	0.768153505255642	1.76090847516131	0.00584139328664525	0.00584139328664525	0.28589038951627	176	"tags=86%, list=17%, signal=72%"	"ENSG00000197386/ENSG00000048707/ENSG00000155506/ENSG00000095787/ENSG00000276293/ENSG00000150867"
"BP"	"GO:0044283"	"small molecule biosynthetic process"	37	0.431928096187408	1.58397211634776	0.00606522192629753	0.00606522192629753	0.291972041457737	146	"tags=32%, list=14%, signal=29%"	"ENSG00000148672/ENSG00000123684/ENSG00000123560/ENSG00000143772/ENSG00000113578/ENSG00000099194/ENSG00000169710/ENSG00000058668/ENSG00000112531/ENSG00000128989/ENSG00000014641/ENSG00000109107"
"MF"	"GO:0070851"	"growth factor receptor binding"	6	0.789823804746435	1.71694673784383	0.00609288876550903	0.00609288876550903	0.291972041457737	51	"tags=33%, list=5%, signal=32%"	"ENSG00000113578/ENSG00000178568"
"BP"	"GO:0010257"	"NADH dehydrogenase complex assembly"	7	-0.779794435589022	-1.67757368157759	0.00652951194008487	0.00652951194008487	0.291972041457737	105	"tags=86%, list=10%, signal=78%"	"ENSG00000130414/ENSG00000198763/ENSG00000198888/ENSG00000198786/ENSG00000198886/ENSG00000198695"
"BP"	"GO:0032981"	"mitochondrial respiratory chain complex I assembly"	7	-0.779794435589022	-1.67757368157759	0.00652951194008487	0.00652951194008487	0.291972041457737	105	"tags=86%, list=10%, signal=78%"	"ENSG00000130414/ENSG00000198763/ENSG00000198888/ENSG00000198786/ENSG00000198886/ENSG00000198695"
"BP"	"GO:0033108"	"mitochondrial respiratory chain complex assembly"	7	-0.779794435589022	-1.67757368157759	0.00652951194008487	0.00652951194008487	0.291972041457737	105	"tags=86%, list=10%, signal=78%"	"ENSG00000130414/ENSG00000198763/ENSG00000198888/ENSG00000198786/ENSG00000198886/ENSG00000198695"
"CC"	"GO:0030425"	"dendrite"	122	-0.35909758902755	-1.47144230193504	0.00658512778705544	0.00658512778705544	0.291972041457737	159	"tags=21%, list=15%, signal=20%"	"ENSG00000178209/ENSG00000131507/ENSG00000185046/ENSG00000003393/ENSG00000169398/ENSG00000120899/ENSG00000157680/ENSG00000157087/ENSG00000096384/ENSG00000198836/ENSG00000087250/ENSG00000159842/ENSG00000171798/ENSG00000131018/ENSG00000050438/ENSG00000149269/ENSG00000125675/ENSG00000136717/ENSG00000152767/ENSG00000198825/ENSG00000164418/ENSG00000204681/ENSG00000154556/ENSG00000127914/ENSG00000154096/ENSG00000167654"
"CC"	"GO:0097447"	"dendritic tree"	122	-0.35909758902755	-1.47144230193504	0.00658512778705544	0.00658512778705544	0.291972041457737	159	"tags=21%, list=15%, signal=20%"	"ENSG00000178209/ENSG00000131507/ENSG00000185046/ENSG00000003393/ENSG00000169398/ENSG00000120899/ENSG00000157680/ENSG00000157087/ENSG00000096384/ENSG00000198836/ENSG00000087250/ENSG00000159842/ENSG00000171798/ENSG00000131018/ENSG00000050438/ENSG00000149269/ENSG00000125675/ENSG00000136717/ENSG00000152767/ENSG00000198825/ENSG00000164418/ENSG00000204681/ENSG00000154556/ENSG00000127914/ENSG00000154096/ENSG00000167654"
"BP"	"GO:0050856"	"regulation of T cell receptor signaling pathway"	3	-0.918955076971812	-1.54958752211927	0.00661341480277362	0.00661341480277362	0.291972041457737	21	"tags=100%, list=2%, signal=98%"	"ENSG00000149091/ENSG00000154096"
"BP"	"GO:0050858"	"negative regulation of antigen receptor-mediated signaling pathway"	3	-0.918955076971812	-1.54958752211927	0.00661341480277362	0.00661341480277362	0.291972041457737	21	"tags=100%, list=2%, signal=98%"	"ENSG00000149091/ENSG00000154096"
"BP"	"GO:0050860"	"negative regulation of T cell receptor signaling pathway"	3	-0.918955076971812	-1.54958752211927	0.00661341480277362	0.00661341480277362	0.291972041457737	21	"tags=100%, list=2%, signal=98%"	"ENSG00000149091/ENSG00000154096"
"MF"	"GO:0008324"	"monoatomic cation transmembrane transporter activity"	65	-0.431399600282779	-1.61516539541094	0.00661538015568638	0.00661538015568638	0.291972041457737	328	"tags=45%, list=31%, signal=33%"	"ENSG00000174437/ENSG00000075043/ENSG00000124406/ENSG00000183023/ENSG00000153956/ENSG00000131100/ENSG00000107130/ENSG00000124140/ENSG00000123104/ENSG00000176884/ENSG00000018625/ENSG00000196876/ENSG00000155097/ENSG00000156113/ENSG00000157087/ENSG00000114573/ENSG00000198727/ENSG00000198899/ENSG00000050438/ENSG00000110955/ENSG00000017260/ENSG00000164418/ENSG00000198938/ENSG00000144406/ENSG00000198216/ENSG00000198804/ENSG00000008710/ENSG00000069424/ENSG00000198712"
"BP"	"GO:0044270"	"cellular nitrogen compound catabolic process"	26	0.491814953533882	1.66643476814469	0.00702392565967395	0.00702392565967395	0.304564680497035	114	"tags=35%, list=11%, signal=32%"	"ENSG00000119711/ENSG00000173786/ENSG00000229807/ENSG00000135829/ENSG00000149311/ENSG00000055917/ENSG00000198677/ENSG00000155506/ENSG00000154229"
"BP"	"GO:0046700"	"heterocycle catabolic process"	26	0.491814953533882	1.66643476814469	0.00702392565967395	0.00702392565967395	0.304564680497035	114	"tags=35%, list=11%, signal=32%"	"ENSG00000119711/ENSG00000173786/ENSG00000229807/ENSG00000135829/ENSG00000149311/ENSG00000055917/ENSG00000198677/ENSG00000155506/ENSG00000154229"
"BP"	"GO:0030901"	"midbrain development"	18	0.577951851382416	1.74998787502298	0.007169637437345	0.007169637437345	0.308179564354894	41	"tags=22%, list=4%, signal=22%"	"ENSG00000148672/ENSG00000123560/ENSG00000168036/ENSG00000173786"
"BP"	"GO:0120034"	"positive regulation of plasma membrane bounded cell projection assembly"	16	0.607783378754501	1.77898406406321	0.00724805039962763	0.00724805039962763	0.308823699955804	75	"tags=25%, list=7%, signal=24%"	"ENSG00000138071/ENSG00000106078/ENSG00000011426/ENSG00000197386"
"BP"	"GO:0006631"	"fatty acid metabolic process"	14	0.643324078505422	1.82105678707538	0.00730957288119412	0.00730957288119412	0.308823699955804	95	"tags=43%, list=9%, signal=40%"	"ENSG00000123684/ENSG00000123560/ENSG00000099194/ENSG00000169710/ENSG00000067992/ENSG00000112531"
"BP"	"GO:0015988"	"energy coupled proton transmembrane transport, against electrochemical gradient"	3	-0.915014164305949	-1.54294216017959	0.0075442680264927	0.0075442680264927	0.313382420631665	94	"tags=100%, list=9%, signal=91%"	"ENSG00000198886/ENSG00000198804"
"BP"	"GO:0015990"	"electron transport coupled proton transport"	3	-0.915014164305949	-1.54294216017959	0.0075442680264927	0.0075442680264927	0.313382420631665	94	"tags=100%, list=9%, signal=91%"	"ENSG00000198886/ENSG00000198804"
"MF"	"GO:0015075"	"monoatomic ion transmembrane transporter activity"	78	-0.41356978268409	-1.57848365248847	0.00766886533419494	0.00766886533419494	0.315903435169995	328	"tags=44%, list=31%, signal=33%"	"ENSG00000174437/ENSG00000075043/ENSG00000124406/ENSG00000183023/ENSG00000153956/ENSG00000166206/ENSG00000131100/ENSG00000107130/ENSG00000073464/ENSG00000124140/ENSG00000123104/ENSG00000176884/ENSG00000018625/ENSG00000196876/ENSG00000155097/ENSG00000156113/ENSG00000120899/ENSG00000157087/ENSG00000114573/ENSG00000109572/ENSG00000198727/ENSG00000198899/ENSG00000050438/ENSG00000125675/ENSG00000110955/ENSG00000017260/ENSG00000164418/ENSG00000198938/ENSG00000144406/ENSG00000198216/ENSG00000198804/ENSG00000008710/ENSG00000069424/ENSG00000198712"
"MF"	"GO:0043021"	"ribonucleoprotein complex binding"	16	0.604597287215691	1.76965836304485	0.0078091822800415	0.0078091822800415	0.31844490761172	300	"tags=69%, list=28%, signal=50%"	"ENSG00000135829/ENSG00000175216/ENSG00000152332/ENSG00000155506/ENSG00000164327/ENSG00000094916/ENSG00000215301/ENSG00000138593/ENSG00000131051/ENSG00000245532/ENSG00000077097"
"BP"	"GO:0009628"	"response to abiotic stimulus"	110	-0.371445272884966	-1.49406607232596	0.0078594047683557	0.0078594047683557	0.31844490761172	159	"tags=25%, list=15%, signal=23%"	"ENSG00000178209/ENSG00000152894/ENSG00000156113/ENSG00000135018/ENSG00000291237/ENSG00000169398/ENSG00000120899/ENSG00000096384/ENSG00000067369/ENSG00000116747/ENSG00000104419/ENSG00000155816/ENSG00000087250/ENSG00000069275/ENSG00000114573/ENSG00000198786/ENSG00000198899/ENSG00000131018/ENSG00000198886/ENSG00000105220/ENSG00000005339/ENSG00000164418/ENSG00000198804/ENSG00000132932/ENSG00000008710/ENSG00000127914/ENSG00000198840"
"BP"	"GO:0046034"	"ATP metabolic process"	21	-0.585118522211782	-1.72859631045375	0.00813018204129984	0.00813018204129984	0.326737996285358	230	"tags=67%, list=22%, signal=53%"	"ENSG00000018625/ENSG00000130414/ENSG00000154027/ENSG00000205542/ENSG00000212907/ENSG00000114573/ENSG00000198763/ENSG00000198888/ENSG00000198786/ENSG00000198899/ENSG00000198886/ENSG00000110955/ENSG00000198695/ENSG00000198840"
"MF"	"GO:0015485"	"cholesterol binding"	6	0.770581273387671	1.67511664707455	0.00856422663731419	0.00856422663731419	0.338674596116442	32	"tags=50%, list=3%, signal=49%"	"ENSG00000147588/ENSG00000091039/ENSG00000138760"
"MF"	"GO:0032934"	"sterol binding"	6	0.770581273387671	1.67511664707455	0.00856422663731419	0.00856422663731419	0.338674596116442	32	"tags=50%, list=3%, signal=49%"	"ENSG00000147588/ENSG00000091039/ENSG00000138760"
"CC"	"GO:0031984"	"organelle subcompartment"	112	0.31236710171609	1.41515979074764	0.00883476564223259	0.00883476564223259	0.346600329623427	171	"tags=24%, list=16%, signal=23%"	"ENSG00000156671/ENSG00000087470/ENSG00000123684/ENSG00000101290/ENSG00000091039/ENSG00000164292/ENSG00000152661/ENSG00000138760/ENSG00000099194/ENSG00000170540/ENSG00000163590/ENSG00000168710/ENSG00000127022/ENSG00000112893/ENSG00000248905/ENSG00000198961/ENSG00000198363/ENSG00000139644/ENSG00000134243/ENSG00000111897/ENSG00000276293/ENSG00000083097/ENSG00000166710/ENSG00000142192/ENSG00000145495/ENSG00000177301/ENSG00000198689"
"BP"	"GO:0051236"	"establishment of RNA localization"	17	0.55883461918964	1.67631596038309	0.00909715089025392	0.00909715089025392	0.354083883801346	155	"tags=35%, list=15%, signal=31%"	"ENSG00000135829/ENSG00000149311/ENSG00000175216/ENSG00000112531/ENSG00000173273/ENSG00000138757"
"BP"	"GO:0033077"	"T cell differentiation in thymus"	7	0.753748741702456	1.72788711933861	0.00934450363859133	0.00934450363859133	0.360869976042968	153	"tags=71%, list=14%, signal=62%"	"ENSG00000143772/ENSG00000168036/ENSG00000137154/ENSG00000166710/ENSG00000157764"
"BP"	"GO:0007549"	"dosage compensation"	6	0.765238152997625	1.66350158423589	0.00968474892156385	0.00968474892156385	0.36825571607825	44	"tags=33%, list=4%, signal=32%"	"ENSG00000180628/ENSG00000229807"
"BP"	"GO:0009048"	"dosage compensation by inactivation of X chromosome"	6	0.765238152997625	1.66350158423589	0.00968474892156385	0.00968474892156385	0.36825571607825	44	"tags=33%, list=4%, signal=32%"	"ENSG00000180628/ENSG00000229807"
"BP"	"GO:0006633"	"fatty acid biosynthetic process"	9	0.708277552871353	1.74827926610661	0.0105974439945565	0.0105974439945565	0.399662049328457	95	"tags=56%, list=9%, signal=51%"	"ENSG00000123684/ENSG00000123560/ENSG00000099194/ENSG00000169710/ENSG00000112531"
"MF"	"GO:0015318"	"inorganic molecular entity transmembrane transporter activity"	76	-0.405099085393364	-1.53992611831669	0.0106724065131577	0.0106724065131577	0.399662049328457	328	"tags=42%, list=31%, signal=31%"	"ENSG00000174437/ENSG00000075043/ENSG00000183023/ENSG00000153956/ENSG00000166206/ENSG00000131100/ENSG00000107130/ENSG00000073464/ENSG00000124140/ENSG00000123104/ENSG00000176884/ENSG00000018625/ENSG00000196876/ENSG00000155097/ENSG00000156113/ENSG00000120899/ENSG00000157087/ENSG00000114573/ENSG00000109572/ENSG00000198727/ENSG00000198899/ENSG00000050438/ENSG00000125675/ENSG00000110955/ENSG00000017260/ENSG00000164418/ENSG00000198938/ENSG00000198216/ENSG00000198804/ENSG00000008710/ENSG00000069424/ENSG00000198712"
"BP"	"GO:0072330"	"monocarboxylic acid biosynthetic process"	11	0.655282080558889	1.71075221325382	0.0111032885766356	0.0111032885766356	0.401990704190992	95	"tags=45%, list=9%, signal=42%"	"ENSG00000123684/ENSG00000123560/ENSG00000099194/ENSG00000169710/ENSG00000112531"
